CODIGO_CLIENTE,DIA_VENCIMENTO_FATURA,ESTADO_CIVIL,DATA_NASCIMENTO,DATA_ATIVACAO_LINHA,MEDIA_FATURA,VALOR_PLANO,SEXO,IDADE,FAIXA_ETARIA,TEMPO_RELACIONAMENTO_MESES,FAIXA_RELACIONAMENTO,REGIAO,UF,QUANTIDADE_LIGACAO,STATUS_VENDA
1148920370,17,NAO INFORMADO,1986-06-30,2018-03-29,49.99,49.99,F,32,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,15,1
1150458364,21,NAO INFORMADO,1999-09-14,2018-04-11,64.99,64.99,M,19,1. 18 - 24,12,3. De 7 à 12 meses,NORTE,AM,28,1
1148677244,17,NAO INFORMADO,1999-01-15,2018-03-27,64.99,64.99,M,20,1. 18 - 24,13,3. De 7 à 12 meses,CENTRO_OESTE,MT,10,0
1155509866,21,NAO INFORMADO,1981-07-03,2018-05-22,35.99,35.99,M,37,3. 30 - 39,11,3. De 7 à 12 meses,NORTE,AM,27,1
1149453439,26,NAO INFORMADO,1998-01-02,2018-04-03,35.99,35.99,M,21,1. 18 - 24,12,3. De 7 à 12 meses,NORTE,PA,11,1
1148417249,6,NAO INFORMADO,1988-08-14,2018-03-24,35.99,35.99,M,30,3. 30 - 39,13,3. De 7 à 12 meses,NORDESTE,BA,23,1
1154275495,1,NAO INFORMADO,1979-08-12,2018-05-11,35.99,35.99,M,39,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,RO,11,1
1147873453,17,NAO INFORMADO,1964-04-28,2018-03-20,35.99,35.99,F,54,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,RJ,3,1
1153052953,26,NAO INFORMADO,1976-06-03,2018-05-03,35.99,35.99,M,42,4. 40 - 49,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,13,1
1153945458,26,NAO INFORMADO,1958-04-11,2018-05-09,35.99,35.99,F,61,6. 60 - 69,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,21,1
1153941422,21,NAO INFORMADO,1994-10-07,2018-05-09,64.99,64.99,M,24,2. 25 - 29,11,3. De 7 à 12 meses,NORTE,AM,15,1
1148630221,6,NAO INFORMADO,1965-10-01,2018-03-26,49.99,49.99,M,53,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,SE,32,0
1148407376,6,NAO INFORMADO,1975-11-30,2018-03-24,49.99,49.99,M,43,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,RJ,1,0
1147448337,26,NAO INFORMADO,1970-10-22,2018-03-15,35.99,35.99,F,48,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,BA,2,0
1148175084,26,NAO INFORMADO,1958-03-10,2018-03-22,49.99,49.99,F,61,6. 60 - 69,13,3. De 7 à 12 meses,NORDESTE,BA,2,0
1154390358,21,NAO INFORMADO,1961-08-17,2018-05-12,49.99,49.99,M,57,5. 50 - 59,11,3. De 7 à 12 meses,NORTE,PA,7,1
1147562933,26,NAO INFORMADO,1974-04-15,2018-03-16,46.99,46.99,M,44,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,19,0
1148258725,6,NAO INFORMADO,1961-05-20,2018-03-23,49.99,49.99,M,57,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,RJ,8,1
1148924590,17,NAO INFORMADO,1977-01-19,2018-03-29,49.99,49.99,M,42,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,36,1
1151754784,6,NAO INFORMADO,1992-09-03,2018-04-23,49.99,49.99,M,26,2. 25 - 29,12,3. De 7 à 12 meses,NORDESTE,MA,22,0
1157666090,6,NAO INFORMADO,1951-12-31,2018-06-11,34.99,34.99,M,67,6. 60 - 69,10,3. De 7 à 12 meses,NORDESTE,MA,7,1
1149185928,17,NAO INFORMADO,1980-12-18,2018-03-31,35.99,35.99,F,38,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,SP,14,0
1153335556,17,NAO INFORMADO,1997-07-20,2018-05-05,64.99,64.99,M,21,1. 18 - 24,11,3. De 7 à 12 meses,CENTRO_OESTE,MT,11,1
1148767094,17,NAO INFORMADO,1966-02-09,2018-03-28,49.99,49.99,M,53,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,PE,5,1
1153431637,21,NAO INFORMADO,1970-01-24,2018-05-07,49.99,49.99,M,49,4. 40 - 49,11,3. De 7 à 12 meses,CENTRO_OESTE,GO,1,0
1148925581,1,NAO INFORMADO,1982-02-01,2018-03-29,35.99,35.99,M,37,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,RJ,11,0
1157454921,17,NAO INFORMADO,1962-06-23,2018-06-09,34.99,34.99,F,56,5. 50 - 59,10,3. De 7 à 12 meses,NORTE,AP,37,1
1148605764,6,NAO INFORMADO,1970-01-13,2018-03-26,35.99,35.99,M,49,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,RJ,3,1
1151756779,6,NAO INFORMADO,1974-05-21,2018-04-23,35.99,35.99,M,44,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,AM,33,0
1154858402,26,NAO INFORMADO,1990-08-14,2018-05-16,49.99,49.99,M,28,2. 25 - 29,11,3. De 7 à 12 meses,NORTE,PA,12,1
1148607997,6,NAO INFORMADO,1973-08-06,2018-03-26,49.99,49.99,M,45,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,RJ,9,1
1147426769,26,NAO INFORMADO,1975-04-02,2018-03-15,35.99,35.99,M,44,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,ES,14,1
1147212054,17,NAO INFORMADO,1951-06-29,2018-03-14,35.99,35.99,M,67,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,RJ,24,0
1149102891,26,NAO INFORMADO,1998-10-08,2018-03-31,35.99,35.99,M,20,1. 18 - 24,13,3. De 7 à 12 meses,SUDESTE,MG,32,0
1152599883,26,NAO INFORMADO,1986-03-15,2018-04-30,35.99,35.99,M,33,3. 30 - 39,12,3. De 7 à 12 meses,NORTE,PA,3,0
1148460343,17,NAO INFORMADO,1956-01-02,2018-03-24,49.99,49.99,M,63,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,MG,1,0
1155230655,10,NAO INFORMADO,1967-10-16,2018-05-20,64.99,64.99,M,51,5. 50 - 59,11,3. De 7 à 12 meses,CENTRO_OESTE,MT,19,1
1152101795,6,NAO INFORMADO,1984-04-27,2018-04-25,64.99,64.99,M,34,3. 30 - 39,12,3. De 7 à 12 meses,CENTRO_OESTE,GO,27,0
1152102295,17,NAO INFORMADO,1981-09-06,2018-04-25,35.99,35.99,M,37,3. 30 - 39,12,3. De 7 à 12 meses,NORTE,AC,37,0
1155754411,6,NAO INFORMADO,1975-10-13,2018-05-24,44.99,44.99,M,43,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,AM,9,1
1148146642,21,NAO INFORMADO,1990-06-29,2018-03-22,49.99,49.99,M,28,2. 25 - 29,13,3. De 7 à 12 meses,NORTE,PA,4,1
1159237119,6,NAO INFORMADO,1995-05-24,2018-06-25,49.99,49.99,M,23,1. 18 - 24,10,3. De 7 à 12 meses,NORTE,RO,4,1
1154391508,17,NAO INFORMADO,1994-06-26,2018-05-12,76.26,76.26,M,24,2. 25 - 29,11,3. De 7 à 12 meses,NORTE,TO,8,1
1153333366,17,NAO INFORMADO,1972-03-31,2018-05-05,64.99,64.99,M,47,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,PA,34,1
1148637251,1,NAO INFORMADO,1996-08-03,2018-03-26,49.99,49.99,F,22,1. 18 - 24,13,3. De 7 à 12 meses,NORTE,AM,27,0
1148902153,17,NAO INFORMADO,1961-05-24,2018-03-29,49.99,49.99,F,57,5. 50 - 59,13,3. De 7 à 12 meses,SUL,PR,21,0
1148463699,17,NAO INFORMADO,1990-06-15,2018-03-24,35.99,35.99,M,28,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,SP,14,0
1148904809,6,NAO INFORMADO,1965-08-02,2018-03-29,64.99,64.99,M,53,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,BA,1,1
1148791051,26,NAO INFORMADO,1975-09-09,2018-03-28,35.99,35.99,M,43,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,BA,3,1
1155952253,1,NAO INFORMADO,1976-03-22,2018-05-26,35.99,35.99,F,43,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,AM,33,0
1152490549,26,NAO INFORMADO,1960-02-25,2018-04-28,64.99,64.99,M,59,5. 50 - 59,12,3. De 7 à 12 meses,NORTE,PA,10,1
1148343262,21,NAO INFORMADO,1964-11-16,2018-03-23,49.99,49.99,M,54,5. 50 - 59,13,3. De 7 à 12 meses,NORTE,RO,21,0
1153798561,17,NAO INFORMADO,1978-04-04,2018-05-08,35.99,35.99,F,41,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,PA,12,1
1155885163,1,NAO INFORMADO,1996-11-06,2018-05-25,59.99,59.99,M,22,1. 18 - 24,11,3. De 7 à 12 meses,NORTE,AM,66,0
1148406035,6,NAO INFORMADO,1991-06-23,2018-03-24,64.99,64.99,M,27,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,RJ,9,1
1147944838,26,NAO INFORMADO,1989-10-17,2018-03-20,49.99,49.99,F,29,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,19,0
1156030519,26,NAO INFORMADO,1984-06-23,2018-05-28,49.99,49.99,F,34,3. 30 - 39,11,3. De 7 à 12 meses,CENTRO_OESTE,MT,4,1
1147756376,26,NAO INFORMADO,1974-02-05,2018-03-19,49.99,49.99,M,45,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,RJ,4,1
1157183825,17,NAO INFORMADO,1988-01-17,2018-06-07,64.99,64.99,M,31,3. 30 - 39,10,3. De 7 à 12 meses,NORTE,AM,32,0
1147945026,17,NAO INFORMADO,1952-05-01,2018-03-20,49.99,49.99,M,66,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,MG,1,0
1152313113,6,NAO INFORMADO,1969-01-26,2018-04-27,49.99,49.99,M,50,5. 50 - 59,12,3. De 7 à 12 meses,NORDESTE,PE,26,0
1151750198,26,NAO INFORMADO,1993-04-11,2018-04-23,49.99,49.99,M,26,2. 25 - 29,12,3. De 7 à 12 meses,NORTE,PA,17,1
1158087725,21,NAO INFORMADO,1984-12-15,2018-06-14,49.99,49.99,M,34,3. 30 - 39,10,3. De 7 à 12 meses,NORTE,PA,2,1
1155878837,6,NAO INFORMADO,1962-06-25,2018-05-25,35.99,35.99,F,56,5. 50 - 59,11,3. De 7 à 12 meses,NORTE,PA,7,0
1148004030,26,NAO INFORMADO,1966-08-05,2018-03-21,35.99,35.99,M,52,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,BA,5,1
1151009553,26,NAO INFORMADO,1954-04-18,2018-04-16,44.99,44.99,F,64,6. 60 - 69,12,3. De 7 à 12 meses,NORDESTE,MA,2,1
1151346281,17,NAO INFORMADO,1995-04-30,2018-04-19,35.99,35.99,M,23,1. 18 - 24,12,3. De 7 à 12 meses,CENTRO_OESTE,MT,5,1
1147806720,1,NAO INFORMADO,1987-04-01,2018-03-19,64.99,64.99,M,32,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,12,0
1151192828,26,NAO INFORMADO,1990-05-06,2018-04-18,35.99,35.99,F,28,2. 25 - 29,12,3. De 7 à 12 meses,NORTE,PA,2,1
1154859566,17,NAO INFORMADO,1969-02-09,2018-05-16,49.99,49.99,F,50,5. 50 - 59,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,31,0
1151194823,26,NAO INFORMADO,1986-04-28,2018-04-18,64.99,64.99,F,32,3. 30 - 39,12,3. De 7 à 12 meses,CENTRO_OESTE,GO,20,0
1148919060,6,NAO INFORMADO,1972-10-04,2018-03-29,64.99,64.99,M,46,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,21,1
1147429268,17,NAO INFORMADO,1955-03-28,2018-03-15,49.99,49.99,M,64,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,RJ,16,1
1148407362,26,SOLTEIRO,1950-05-09,2018-03-24,64.99,64.99,M,68,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,RJ,15,0
1153943266,17,NAO INFORMADO,1985-04-11,2018-05-09,64.99,64.99,M,34,3. 30 - 39,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,13,1
1147286731,21,NAO INFORMADO,1991-11-24,2018-03-14,49.99,49.99,F,27,2. 25 - 29,13,3. De 7 à 12 meses,CENTRO_OESTE,DF,2,1
1157973867,26,NAO INFORMADO,1962-11-03,2018-06-13,34.99,34.99,M,56,5. 50 - 59,10,3. De 7 à 12 meses,CENTRO_OESTE,GO,19,1
1149343771,17,NAO INFORMADO,1976-02-01,2018-04-02,35.99,35.99,I,43,4. 40 - 49,12,3. De 7 à 12 meses,CENTRO_OESTE,MS,28,0
1147550044,17,NAO INFORMADO,1952-11-19,2018-03-16,49.99,49.99,M,66,6. 60 - 69,13,3. De 7 à 12 meses,CENTRO_OESTE,DF,16,0
1152387733,17,NAO INFORMADO,1978-09-30,2018-04-27,49.99,49.99,M,40,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,AM,3,1
1147270545,17,NAO INFORMADO,1972-05-06,2018-03-14,35.99,35.99,F,46,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,SP,26,0
1148864512,1,NAO INFORMADO,1996-07-10,2018-03-28,49.99,49.99,M,22,1. 18 - 24,13,3. De 7 à 12 meses,CENTRO_OESTE,GO,2,1
1149910298,6,NAO INFORMADO,1980-12-10,2018-04-06,35.99,35.99,M,38,3. 30 - 39,12,3. De 7 à 12 meses,NORDESTE,MA,40,0
1151346522,17,NAO INFORMADO,1966-04-19,2018-04-19,35.99,35.99,M,52,5. 50 - 59,12,3. De 7 à 12 meses,NORTE,PA,37,1
1151351024,26,NAO INFORMADO,1965-05-13,2018-04-19,35.99,35.99,F,53,5. 50 - 59,12,3. De 7 à 12 meses,NORTE,PA,11,1
1152235201,21,NAO INFORMADO,1979-04-04,2018-04-26,49.99,49.99,F,40,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,AM,6,1
1155948489,26,NAO INFORMADO,1987-10-20,2018-05-26,35.99,35.99,M,31,3. 30 - 39,11,3. De 7 à 12 meses,NORTE,PA,11,1
1154111307,6,NAO INFORMADO,1954-09-11,2018-05-10,35.99,35.99,M,64,6. 60 - 69,11,3. De 7 à 12 meses,NORDESTE,MA,22,1
1158433573,1,NAO INFORMADO,1986-12-07,2018-06-18,35.99,35.99,M,32,3. 30 - 39,10,3. De 7 à 12 meses,NORTE,AM,4,1
1148766795,6,NAO INFORMADO,1954-03-15,2018-03-28,49.99,49.99,F,65,6. 60 - 69,13,3. De 7 à 12 meses,NORDESTE,PI,40,0
1153050215,6,NAO INFORMADO,1972-09-14,2018-05-03,35.99,35.99,M,46,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,AM,18,0
1155355426,1,NAO INFORMADO,1969-10-29,2018-05-21,35.99,35.99,F,49,5. 50 - 59,11,3. De 7 à 12 meses,NORTE,PA,40,0
1152602502,26,NAO INFORMADO,1990-10-03,2018-04-30,64.99,64.99,M,28,2. 25 - 29,12,3. De 7 à 12 meses,CENTRO_OESTE,MT,16,1
1148924470,26,NAO INFORMADO,1999-10-25,2018-03-29,49.99,49.99,M,19,1. 18 - 24,13,3. De 7 à 12 meses,NORDESTE,PB,7,1
1157182140,21,NAO INFORMADO,1959-01-01,2018-06-07,49.99,49.99,F,60,6. 60 - 69,10,3. De 7 à 12 meses,CENTRO_OESTE,MT,2,1
1148872267,17,SOLTEIRO,1993-06-06,2018-03-28,35.99,35.99,M,25,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,MG,15,1
1155881376,6,NAO INFORMADO,1986-07-23,2018-05-25,35.99,35.99,M,32,3. 30 - 39,11,3. De 7 à 12 meses,NORDESTE,MA,4,0
1152490439,6,NAO INFORMADO,1960-01-16,2018-04-28,35.99,35.99,M,59,5. 50 - 59,12,3. De 7 à 12 meses,NORTE,AM,10,0
1148147664,26,NAO INFORMADO,1996-10-19,2018-03-22,44.99,44.99,F,22,1. 18 - 24,13,3. De 7 à 12 meses,NORTE,RO,27,0
1147302505,17,NAO INFORMADO,1962-03-26,2018-03-14,35.99,35.99,M,57,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,BA,6,1
1147578743,6,NAO INFORMADO,1957-06-18,2018-03-16,35.99,35.99,F,61,6. 60 - 69,13,3. De 7 à 12 meses,SUDESTE,SP,7,1
1147677405,26,NAO INFORMADO,1982-08-29,2018-03-17,49.99,49.99,M,36,3. 30 - 39,13,3. De 7 à 12 meses,NORTE,AM,5,0
1152603911,26,NAO INFORMADO,1975-02-01,2018-04-30,64.99,64.99,M,44,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,PA,5,1
1148471958,17,NAO INFORMADO,1963-10-07,2018-03-24,64.99,64.99,F,55,5. 50 - 59,13,3. De 7 à 12 meses,CENTRO_OESTE,DF,2,1
1147544444,6,NAO INFORMADO,1978-08-20,2018-03-16,49.99,49.99,M,40,4. 40 - 49,13,3. De 7 à 12 meses,NORTE,AM,31,0
1151493748,6,NAO INFORMADO,1990-11-06,2018-04-20,35.99,35.99,F,28,2. 25 - 29,12,3. De 7 à 12 meses,NORTE,PA,11,0
1151347531,26,NAO INFORMADO,1979-03-10,2018-04-19,49.99,49.99,M,40,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,PA,4,1
1169375710,17,NAO INFORMADO,1982-02-15,2018-09-14,79.99,79.99,M,37,3. 30 - 39,7,2. De 4 à 6 meses,CENTRO_OESTE,MT,4,1
1147441145,26,NAO INFORMADO,1964-09-10,2018-03-15,64.99,64.99,M,54,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,SP,6,1
1152378713,26,NAO INFORMADO,1991-02-21,2018-04-27,64.99,64.99,M,28,2. 25 - 29,12,3. De 7 à 12 meses,CENTRO_OESTE,DF,19,1
1147210742,26,NAO INFORMADO,1995-10-07,2018-03-14,64.99,64.99,F,23,1. 18 - 24,13,3. De 7 à 12 meses,SUDESTE,RJ,14,0
1152233873,6,NAO INFORMADO,2000-02-16,2018-04-26,49.99,49.99,M,19,1. 18 - 24,12,3. De 7 à 12 meses,NORDESTE,MA,32,1
1156178060,17,NAO INFORMADO,1967-02-03,2018-05-29,49.99,49.99,M,52,5. 50 - 59,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,34,0
1149130296,6,NAO INFORMADO,1974-03-19,2018-03-31,49.99,49.99,M,45,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,CE,37,0
1148354489,6,NAO INFORMADO,1988-07-09,2018-03-23,35.99,35.99,F,30,3. 30 - 39,13,3. De 7 à 12 meses,NORDESTE,BA,1,1
1147755007,21,NAO INFORMADO,1992-04-09,2018-03-19,49.99,49.99,M,27,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,RJ,10,0
1147245171,6,NAO INFORMADO,1977-11-20,2018-03-14,35.99,35.99,M,41,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,12,1
1147583721,6,NAO INFORMADO,1950-05-30,2018-03-16,49.99,49.99,F,68,6. 60 - 69,13,3. De 7 à 12 meses,NORDESTE,PB,19,0
1153050318,26,NAO INFORMADO,1996-09-25,2018-05-03,49.99,49.99,M,22,1. 18 - 24,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,20,1
1148873329,21,NAO INFORMADO,2000-04-26,2018-03-28,35.99,35.99,M,18,1. 18 - 24,13,3. De 7 à 12 meses,SUDESTE,MG,30,0
1155355262,21,SOLTEIRO,1984-07-22,2018-05-21,79.99,79.99,M,34,3. 30 - 39,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,11,1
1147686918,21,NAO INFORMADO,1992-10-08,2018-03-18,49.99,49.99,F,26,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,RJ,28,0
1149188237,21,NAO INFORMADO,1974-08-15,2018-03-31,64.99,64.99,M,44,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,SP,10,1
1147583309,6,NAO INFORMADO,1974-12-06,2018-03-16,64.99,64.99,M,44,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,PE,14,1
1157291255,21,NAO INFORMADO,1995-04-20,2018-06-08,35.99,35.99,M,23,1. 18 - 24,10,3. De 7 à 12 meses,NORTE,PA,31,0
1155090544,6,NAO INFORMADO,1989-06-13,2018-05-18,49.99,49.99,M,29,3. 30 - 39,11,3. De 7 à 12 meses,SUDESTE,SP,20,0
1148905610,17,NAO INFORMADO,1985-02-27,2018-03-29,49.99,49.99,M,34,3. 30 - 39,13,3. De 7 à 12 meses,NORDESTE,SE,23,0
1158290110,6,NAO INFORMADO,1978-01-01,2018-06-16,64.99,64.99,M,41,4. 40 - 49,10,3. De 7 à 12 meses,NORTE,PA,32,1
1158090056,1,NAO INFORMADO,1976-04-04,2018-06-14,34.99,34.99,F,43,4. 40 - 49,10,3. De 7 à 12 meses,CENTRO_OESTE,MS,4,1
1148810769,17,NAO INFORMADO,1971-05-14,2018-03-28,49.99,49.99,F,47,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,SP,3,1
1148089535,21,NAO INFORMADO,1995-10-07,2018-03-21,64.99,64.99,F,23,1. 18 - 24,13,3. De 7 à 12 meses,CENTRO_OESTE,MT,10,1
1147282581,21,NAO INFORMADO,1969-12-24,2018-03-14,64.99,64.99,M,49,5. 50 - 59,13,3. De 7 à 12 meses,CENTRO_OESTE,GO,3,0
1156633549,26,NAO INFORMADO,1978-08-05,2018-06-02,49.99,49.99,F,40,4. 40 - 49,10,3. De 7 à 12 meses,NORTE,PA,14,1
1159493540,26,NAO INFORMADO,1976-12-04,2018-06-27,34.99,34.99,M,42,4. 40 - 49,10,3. De 7 à 12 meses,CENTRO_OESTE,MT,27,0
1155086256,6,NAO INFORMADO,1957-04-25,2018-05-18,49.99,49.99,F,61,6. 60 - 69,11,3. De 7 à 12 meses,NORTE,PA,3,1
1147303993,17,NAO INFORMADO,1962-06-19,2018-03-14,35.99,35.99,F,56,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,BA,1,1
1148112509,26,NAO INFORMADO,1966-09-30,2018-03-22,49.99,49.99,F,52,5. 50 - 59,13,3. De 7 à 12 meses,NORDESTE,CE,29,1
1154862960,26,NAO INFORMADO,1966-03-06,2018-05-16,94.99,94.99,M,53,5. 50 - 59,11,3. De 7 à 12 meses,CENTRO_OESTE,MT,4,1
1147436125,17,NAO INFORMADO,1974-02-18,2018-03-15,35.99,35.99,M,45,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,41,0
1158947061,26,NAO INFORMADO,1993-03-07,2018-06-22,49.99,49.99,M,26,2. 25 - 29,10,3. De 7 à 12 meses,NORDESTE,MA,8,1
1147448766,21,NAO INFORMADO,1971-08-25,2018-03-15,35.99,35.99,M,47,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,BA,26,1
1159043428,6,NAO INFORMADO,1963-12-05,2018-06-23,49.99,49.99,M,55,5. 50 - 59,10,3. De 7 à 12 meses,NORTE,PA,25,1
1148675794,6,NAO INFORMADO,1977-10-08,2018-03-27,49.99,49.99,F,41,4. 40 - 49,13,3. De 7 à 12 meses,NORTE,PA,2,1
1150693566,17,NAO INFORMADO,1985-09-15,2018-04-13,49.99,49.99,F,33,3. 30 - 39,12,3. De 7 à 12 meses,NORTE,TO,15,1
1148637505,6,NAO INFORMADO,1996-01-02,2018-03-26,49.99,49.99,F,23,1. 18 - 24,13,3. De 7 à 12 meses,NORTE,PA,14,0
1147444486,1,NAO INFORMADO,1973-02-04,2018-03-15,35.99,35.99,F,46,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,SP,40,0
1149837570,26,NAO INFORMADO,1986-09-04,2018-04-06,35.99,35.99,M,32,3. 30 - 39,12,3. De 7 à 12 meses,NORDESTE,BA,27,0
1154971887,17,NAO INFORMADO,1967-07-24,2018-05-17,35.99,35.99,M,51,5. 50 - 59,11,3. De 7 à 12 meses,NORTE,PA,4,1
1150020340,17,NAO INFORMADO,1991-10-06,2018-04-07,35.99,35.99,M,27,2. 25 - 29,12,3. De 7 à 12 meses,CENTRO_OESTE,MT,19,1
1148648938,26,NAO INFORMADO,1989-02-08,2018-03-27,49.99,49.99,M,30,3. 30 - 39,13,3. De 7 à 12 meses,NORDESTE,CE,4,0
1148771729,6,NAO INFORMADO,1983-04-04,2018-03-28,49.99,49.99,F,36,3. 30 - 39,13,3. De 7 à 12 meses,SUL,SC,17,0
1150020673,17,SOLTEIRO,1993-07-19,2018-04-07,49.99,49.99,M,25,2. 25 - 29,12,3. De 7 à 12 meses,CENTRO_OESTE,MS,1,0
1152487615,6,NAO INFORMADO,1970-07-18,2018-04-28,35.99,35.99,M,48,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,AM,41,0
1147854992,26,NAO INFORMADO,1972-02-20,2018-03-19,35.99,35.99,M,47,4. 40 - 49,13,3. De 7 à 12 meses,NORTE,AC,33,0
